layer,component,rank,feature_index,total_pos_delta_energy,share_total_pos_delta_energy,token_topk_count,token_topk_frac,mean_before_energy,mean_after_energy,mean_energy_ratio,selected_tokens
5,block,18,548,14316174573568.0,0.003570446293851219,183,0.08935546875,7949165568.0,14430390272.0,347.22601318359375,2048
5,block,19,20,13937238081536.0,0.0034759397350894506,219,0.10693359375,1043598976.0,7595115520.0,1.4111999470673592e+18,2048
5,block,20,617,13793010647040.0,0.0034399694899431895,163,0.07958984375,9865201664.0,16269857792.0,34.911460876464844,2048
5,block,21,580,13627375484928.0,0.0033986601689611636,157,0.07666015625,1411640192.0,7844712448.0,1416.292724609375,2048
5,block,22,195,13287463845888.0,0.0033138863876964395,51,0.02490234375,20936298496.0,27023579136.0,1984499973881856.0,2048
5,block,23,622,13158614827008.0,0.0032817515111927785,166,0.0810546875,2534289408.0,8420360192.0,9.286655528103051e+18,2048
5,block,24,757,12943517286400.0,0.00322810629942662,162,0.0791015625,2581524480.0,8694126592.0,2.93478400126668e+18,2048
5,block,25,668,12687027208192.0,0.0031641378108865194,161,0.07861328125,4460360704.0,9711446016.0,1.3035904416912245e+19,2048
5,block,26,101,12550917849088.0,0.003130192209407994,191,0.09326171875,7768990720.0,13383242752.0,2.740512116388659e+18,2048
5,block,27,293,12026590003200.0,0.0029994251246331103,132,0.064453125,1946053888.0,7507058688.0,1.1250000038199296e+16,2048
5,block,28,11,11926329360384.0,0.0029744201738536986,182,0.0888671875,4323037696.0,9765149696.0,1895.411865234375,2048
5,block,29,380,11372682280960.0,0.002836340887891324,83,0.04052734375,5462953472.0,10860474368.0,296.17291259765625,2048
5,block,30,667,11325991288832.0,0.0028246961793874583,126,0.0615234375,11099446272.0,15151817728.0,4.1223199186223104e+17,2048
5,block,31,529,11142839664640.0,0.0027790182621164217,110,0.0537109375,2321369600.0,7178104320.0,2.6838081027209953e+18,2048
5,block,32,684,11027976552448.0,0.002750371463272313,29,0.01416015625,27007336448.0,32167624704.0,82.15470123291016,2048
6,block,1,690,3.25911245225984e+16,0.9025247625378504,1634,0.7978515625,642171928576.0,16443151220736.0,4.467159271240234,2048
6,block,2,189,88819890126848.0,0.0024596313082044076,1909,0.93212890625,10318017536.0,53687099392.0,185.2964324951172,2048
6,block,3,230,26929973428224.0,0.000745754196256887,595,0.29052734375,8351255552.0,20931041280.0,4248.390625,2048
6,block,4,20,24696720457728.0,0.0006839101777884148,531,0.25927734375,4272837376.0,16225037312.0,8443.8935546875,2048
6,block,5,629,20991245811712.0,0.0005812968843236029,389,0.18994140625,24343240704.0,27235450880.0,290.7075500488281,2048
6,block,6,495,20573386178560.0,0.0005697253699401958,423,0.20654296875,25864777728.0,31622072320.0,477.83135986328125,2048
